geneSymbol,TR1,TR2,TR3,WR1,WR2,WR3,Entrez
CTAGE10P,0.656369,0.621821,0.706986,0.636684,0.652681,0.539792,220429
CTAGE11P,0.024483,0.023022,0,0,0,0,647288
CTAGE15,0,0.069736,0.033938,0.030929,0,0,441294
CTAGE4,0.656821,0.934882,0.399855,0.38052,0.767057,0.605598,100128553
CTAGE7P,0,0.021115,0,0,0.026589,0,119437
CTAGE8,4.011624,3.403857,3.578812,2.460605,2.275478,1.473301,100142659
CTB-1I21.1,6.650763,6.214945,6.346301,4.67373,4.60179,4.865264,105379191
CTB-3M24.3,0.318696,0.242395,0.38506,0.288883,0.228431,0.31519,105379180
CTBP1,186.788389,185.219873,179.003728,172.471612,175.776246,191.032505,1487
CTBP1-AS,0.092478,0.056472,0.100468,0.055806,0.057471,0.086889,285463
CTBP2,0.160944,0.088119,0.16812,0.130566,0.08323,0.080946,1488
CTBS,4.656394,4.902964,4.804741,4.289941,3.979022,3.681486,1486
CTC-338M12.4,9.333429,9.878464,10.759786,7.703093,7.725586,7.635421,101928649
CTC1,12.206062,12.664182,13.763639,8.93465,8.8289,9.330744,80169
CTCF,38.272241,37.27527,37.04796,49.16165,49.355858,46.664472,10664
CTCFL,0.030758,0,0.027433,0,0.038001,0.035168,140690
CTD-2154B17.1,0.66264,0.749161,0.864083,0.697657,0.258972,0.677522,102723441
CTD-2297D10.2,0.301637,0.602907,0.576972,0.029814,0,0.098407,101929176
CTD-3080P12.3,2.231031,2.672439,1.46013,0.823404,1.181272,0.807378,101928857
CTDNEP1,63.97968,64.048571,60.858657,63.965882,66.308482,71.122865,23399
CTDP1,7.611062,8.036507,7.648596,6.29654,5.791586,6.683214,9150
CTDSP1,80.549696,80.111027,82.847512,66.753185,65.715529,65.070377,58190
CTDSP2,71.801227,69.409017,70.39218,63.557184,63.967439,63.492949,10106
CTDSPL,21.54871,20.3938,19.548221,19.585058,19.900441,19.800679,10217
CTDSPL2,16.737758,14.529762,14.66859,19.299273,20.223652,18.098611,51496
CTF1,0.04083,0.152377,0,0,0.048033,0,1489
CTH,11.563154,10.688526,11.139633,13.811156,10.982104,12.274236,1491
CTHRC1,9.545953,8.864142,6.941102,4.766476,5.871781,5.431379,115908
CTIF,10.908054,10.990236,10.040828,8.611132,8.526565,9.066368,9811
CTNNA1,179.5464,176.588994,180.527781,157.389749,156.583428,154.405016,1495
CTNNA2,0.021778,0,0,0,0,0,1496
CTNNA3,0.015619,0.063986,0.061464,0.022511,0.116799,0.052259,29119
CTNNAL1,67.353592,65.650227,60.956036,87.48386,79.573617,81.140917,8727
CTNNB1,350.393396,350.807237,354.773716,361.925735,369.88266,359.436731,1499
CTNNBIP1,28.540199,31.679338,29.020858,31.610667,29.778131,31.511464,56998
CTNNBL1,41.623104,38.197968,40.196783,48.949895,51.058073,45.217247,56259
CTNND1,155.563278,151.813964,150.004119,128.029873,130.116911,124.619067,1500
CTNND2,10.879177,11.476426,12.039493,10.166389,10.432151,10.10578,1501
CTNS,27.800927,28.264905,30.513395,18.125395,17.232193,17.518492,1497
CTPS1,64.938268,65.065948,64.990611,109.608493,113.708775,112.078905,1503
CTPS2,24.625383,26.688472,25.09081,25.974996,25.618667,24.641193,56474
CTR9,27.945129,28.175256,27.896642,34.464425,34.724024,31.881295,9646
CTRC,1.235503,1.600217,1.67862,1.943707,1.92405,1.374268,11330
CTRL,0.244029,0.681491,0.435946,1.26563,2.079595,1.812067,1506
CTSA,169.53825,172.125964,176.719601,102.716548,101.344377,106.234537,5476
CTSB,162.197426,166.65352,166.475221,116.024099,119.754167,121.25496,1508
CTSC,221.227794,227.745744,228.303603,295.555239,290.651313,285.927815,1075
CTSD,1085.599803,1080.085892,1050.228488,528.410527,546.317414,571.338797,1509
CTSE,0.034454,0.164471,0.092236,0.119221,0.034536,0.078778,1510
CTSF,37.774227,35.578128,36.936569,28.006969,30.44248,29.665628,8722
CTSH,24.679123,22.913977,24.998422,21.526989,21.069766,21.047069,1512
CTSK,5.516571,5.564694,6.2444,3.970905,2.962038,4.188521,1513
CTSL,271.849889,275.81034,276.317535,172.431489,175.596046,175.470173,1514
CTSLP2,0.595782,0.33651,0.650548,0.732321,0.544561,0.753439,1517
CTSLP8,0,0,0,0,0.193084,0,1518
CTSO,6.981318,7.300682,7.85549,3.869412,4.206447,4.115375,1519
CTSS,0.409874,0.397253,0.32489,0.285307,0.232414,0.156945,1520
CTSV,16.720446,16.335796,16.220921,17.079678,18.284177,17.95074,1515
CTSZ,271.189465,272.223167,266.582737,226.172568,226.289374,218.916277,1522
CTTN,337.417969,328.52742,343.787635,260.977516,259.197971,265.319056,2017
CTTNBP2,4.680672,4.433132,4.346473,4.815003,5.047004,4.87402,83992
CTTNBP2NL,4.394976,4.263219,4.523396,3.869786,3.722752,3.614386,55917
CTU1,4.118392,3.731767,3.618228,3.822193,3.341456,4.360415,90353
CTU2,14.177337,12.678984,13.492349,18.155011,17.330492,18.86502,348180
CTXN1,1.745369,2.045111,1.910712,1.246061,1.853394,2.374282,404217
CTXND1,6.492627,5.963822,5.89756,6.327536,6.359495,6.360187,100996492
CUBN,0.006377,0.009452,0,0,0,0,8029
CUEDC1,11.732668,11.656133,11.727027,8.843814,8.95593,10.281014,404093
CUEDC2,20.997983,22.775689,23.447213,23.142929,20.125617,23.371366,79004
CUL1,58.898161,59.035821,58.374024,65.614076,64.773044,63.131837,8454
CUL2,28.142587,28.567145,29.026798,32.022711,33.024234,29.445795,8453
CUL3,46.809739,48.233071,47.888119,61.02354,61.186673,57.697337,8452
CUL4A,51.268724,51.548587,54.477822,58.052174,58.141675,55.387616,8451
CUL4B,25.222815,25.423088,24.593597,22.906796,22.827217,21.350365,8450
CUL5,11.150196,10.110474,10.309044,12.180394,11.415625,11.463803,8065
CUL7,31.083325,30.3892,32.701137,19.760087,18.451022,20.82503,9820
CUL9,6.198471,6.349079,6.43106,5.12011,4.825104,5.069104,23113
CUTA,259.995464,265.611124,265.204547,203.739906,205.519174,194.996918,51596
CUTALP,13.159945,14.374547,13.578538,12.529547,14.106477,14.091806,253039
CUTC,19.80862,20.531536,17.750123,22.08349,21.126476,23.601946,51076
CUX1,33.897674,31.943684,31.632995,33.684982,35.339736,36.30583,1523
CUX2,0.026667,0.033111,0.043351,0.034085,0.020881,0.023192,23316
CUZD1,0.847206,0,0,0,1.016115,1.326334,50624
CWC15,43.730323,45.419018,42.999775,51.886166,48.570694,48.666175,51503
CWC22,23.591682,22.245235,21.452197,27.991241,27.534724,27.010593,57703
CWC25,12.228503,12.724083,12.927472,13.442408,14.028359,13.928857,54883
CWC27,24.021252,24.727817,20.718881,31.219221,28.339147,29.367612,10283
CWF19L1,13.117078,14.464517,15.100249,20.591562,19.579507,20.538154,55280
CWF19L2,9.535573,9.317105,8.776268,11.994187,11.693215,11.576523,143884
CX3CL1,10.567061,11.44515,11.596426,7.158802,7.791441,6.914104,6376
CX3CR1,0.080226,0.038186,0.072839,0.042406,0.072118,0.046774,1524
CXADR,36.013893,36.855514,35.218434,29.750641,28.518683,30.052914,1525
CXCL1,1.174898,1.381382,1.993338,0.684177,0.508778,0.704231,2919
CXCL10,0.235759,0.329274,0.157927,0.081521,0,0.067151,3627
CXCL11,0,0,0,0,0.050142,0,6373
CXCL12,0.15899,0.071883,0.231972,0.054991,0.137944,0.047417,6387
CXCL16,97.830924,91.544026,91.222619,71.309458,71.689138,74.804156,58191
CXCL17,1.415288,1.004967,0.59538,0.402726,0.293301,0.472733,284340
CXCL2,1.135705,1.057359,1.121171,0.289354,0.491848,0.272374,2920
CXCL3,0.440781,0.351821,0.337426,0.304728,0.369973,0.286746,2921
CXCL5,10.57757,10.146423,9.952365,6.264113,6.157083,6.159428,6374
CXCL6,0.286203,0.495908,0.437926,0.084871,0.192398,0.233501,6372
CXCL8,3.961215,2.738057,3.25597,0.948784,0.653107,0.317092,3576
CXCL9,0,0,0.021147,0,0,0,4283
CXCR4,0.040466,0,0,0.056,0,0,7852
CXorf38,5.991903,5.711374,5.692404,6.026676,6.184094,5.619425,159013
CXorf56,12.464213,11.730876,11.578292,15.095751,13.589976,15.738295,63932
CXorf58,0,0.041488,0,0,0,0.061055,254158
CXXC1,31.928852,31.358004,31.792127,32.30735,33.671411,34.6579,30827
CXXC4,0.442239,0.349909,0.361585,0.433327,0.331744,0.290754,80319
CXXC4-AS1,0,0.060181,0.038271,0.014853,0,0,101929468
CXXC5,65.402259,61.690792,64.464798,48.529829,49.209633,50.704784,51523
CYB561,0.401653,0.278722,0.357084,0.330821,0.394456,0.526891,1534
CYB561A3,66.407832,64.814626,64.700176,73.503301,73.171061,79.392142,220002
CYB561D1,3.526411,3.888555,3.871489,3.080574,3.106612,3.61313,284613
CYB561D2,23.513821,23.320093,22.628111,18.855668,20.737294,22.013292,11068
CYB5A,261.242881,269.162052,267.179425,293.049209,296.570177,295.178898,1528
CYB5B,82.503828,80.367091,82.176178,70.749546,71.171305,65.980158,80777
CYB5D1,5.975778,6.264327,5.796048,6.640635,5.925907,5.923989,124637
CYB5D2,13.325805,11.365835,12.601683,8.176567,8.941473,9.323867,124936
CYB5R1,56.015241,55.367648,56.663965,46.83539,49.269196,45.975391,51706
CYB5R2,7.486655,7.079491,7.361979,7.120719,7.708111,7.66228,51700
CYB5R3,161.579543,166.805162,160.318215,114.922305,115.40756,124.523529,1727
CYB5R4,12.079605,10.565866,13.073952,13.78839,12.742483,12.225988,51167
CYB5RL,11.278353,10.563335,10.475307,12.289169,12.913423,13.409511,606495
CYBA,480.379578,455.873896,461.135135,317.160261,314.281544,380.146729,1535
CYBB,0,0,0,0.009972,0,0,1536
CYBC1,36.343888,38.085966,34.862175,28.189245,28.603811,31.854515,79415
CYBRD1,0.046594,0.029065,0.040137,0,0,0,79901
CYC1,149.589272,142.639031,150.819501,174.619929,180.028787,190.512055,1537
CYCS,101.409702,104.019895,106.280349,107.649282,107.485805,99.774923,54205
CYCSP52,0.494965,0.896066,0,0,0,0,360155
CYFIP1,34.991969,34.287952,36.125499,36.322136,36.591198,36.685156,23191
CYFIP2,0.184847,0.112847,0.133401,0.21464,0.094719,0.085736,26999
CYGB,0.725996,0.31141,0.674773,0.146533,0.177954,0.276811,114757
CYHR1,18.670772,21.147917,20.33797,16.57541,17.492855,17.218868,50626
CYLD,4.374923,5.003935,5.098796,4.324709,4.576232,4.334328,1540
CYP11A1,0,0.03202,0,0.023734,0,0,1583
CYP17A1-AS1,0,0.496379,0.160397,0.123062,0.20904,0.200549,102724307
CYP19A1,2.153725,2.321657,2.166245,0.668707,0.458898,0.769293,1588
CYP1A1,27.305294,24.936911,28.219873,26.727238,27.060402,27.939753,1543
CYP1A2,0.141985,0.15239,0.199002,0.140828,0.143297,0.162651,1544
CYP1B1,0.669203,0.805385,0.628651,0.422059,0.478564,0.452266,1545
CYP1B1-AS1,0.038416,0.035852,0.102857,0.053166,0.090396,0.043894,285154
CYP20A1,20.17258,19.988753,19.879095,20.684376,21.063929,20.76815,57404
CYP21A1P,0.418679,0.759649,0.739649,0.343774,0.281936,0.676369,1590
CYP21A2,0.300656,0,0.767362,0.187523,0.087289,0.363757,1589
CYP24A1,0.348489,0.444914,0.208934,0.386817,0.212208,0.3717,1591
CYP26A1,0.372044,0.282481,0.663913,0.042917,0.145954,0.106385,1592
CYP26B1,16.90728,18.395168,17.435109,15.593345,14.418854,14.046342,56603
CYP26C1,0,0.081272,0.116672,0,0,0,340665
CYP27A1,22.125632,22.776844,23.370936,14.401821,14.566587,14.772872,1593
CYP27B1,0.260005,0.388789,0.162364,0.197983,0.183641,0.17856,1594
CYP27C1,0.066332,0.106797,0.106341,0.100695,0.091494,0.087172,339761
CYP2B6,11.285406,11.369501,11.408931,8.056831,8.162162,8.162773,1555
CYP2B7P,0.081829,0.155072,0.177481,0.178067,0.216117,0.118555,1556
CYP2C18,1.445795,1.5429,1.335003,2.265072,2.294119,2.173857,1562
CYP2C19,0.150722,0.201889,0.107989,0.260835,0.266257,0.207339,1557
CYP2C8,0.472986,0.386925,0.512507,0.402517,0.278299,0.255441,1558
CYP2C9,0.932761,0.803776,0.768373,0.720488,0.844272,0.902127,1559
CYP2D6,0.791933,0.241095,0.69084,0.388188,0.495802,0.604455,1565
CYP2D7,1.130939,1.057559,1.080624,0.45456,0.475219,0.432882,1564
CYP2E1,0,0,0,0.028116,0,0,1571
CYP2F1,0.043605,0.075258,0.107986,0.056091,0.142399,0.138201,1572
CYP2G1P,0,0.168251,0,0.053409,0.030274,0,22952
CYP2J2,6.018687,4.607342,6.193022,6.472215,5.389589,5.203152,1573
CYP2R1,7.538799,8.158213,7.053876,7.878525,9.318519,8.628185,120227
CYP2S1,0.122616,0.36676,0.262509,0.271625,0.461914,0.140375,29785
CYP2T1P,0.025096,0.023456,0.044774,0.088652,0.094288,0.029146,171523
CYP2U1,0.325769,0.45374,0.358889,0.465109,0.368312,0.358581,113612
CYP2W1,0.197836,0.238039,0.327789,0,0.047607,0.065476,54905
CYP39A1,20.305797,19.179967,20.463586,22.310401,23.83989,21.850178,51302
CYP3A4,0.114722,0.128701,0.020549,0,0,0,1576
CYP3A43,0.383895,0.281596,0.298509,0.068274,0.092496,0.032571,64816
CYP3A5,12.430934,12.483867,13.481237,4.53112,4.976907,4.367341,1577
CYP3A7,7.987307,8.646875,6.588143,2.255122,1.718236,1.281031,1551
CYP3A7-CYP3A51P,0.754172,1.096791,1.10816,0,0.20163,0.283525,100861540
CYP4A11,0,0,0.029391,0.05812,0,0,1579
CYP4A22,0.058022,0.027104,0.025883,0.049206,0.068293,0.033192,284541
CYP4F11,0.04283,0.040048,0.019101,0.029652,0,0.049054,57834
CYP4F12,48.224321,49.534017,53.470226,35.41472,35.239371,35.231381,66002
CYP4F2,0.081146,0.025491,0,0,0.031848,0,8529
CYP4F22,0,0.023066,0,0,0,0,126410
CYP4F24P,0.026185,0,0,0,0,0,388514
CYP4F3,24.949943,26.196584,24.813778,18.425734,17.179784,16.256713,4051
CYP4F8,0,0.046539,0.089164,0,0,0.046636,11283
CYP4V2,7.840952,8.115827,8.42656,5.059826,5.48086,5.093074,285440
CYP51A1,354.623717,349.941188,344.971056,234.826504,235.743635,218.97501,1595
CYP51A1-AS1,0.130705,0.277927,0.189362,0.102889,0.061402,0.048633,613126
CYP7B1,0.056696,0.05309,0.057762,0.067311,0.066786,0.02788,9420
CYP8B1,0.063272,0.103601,0.042325,0.054765,0.095698,0.089068,1582
CYREN,49.007371,47.619111,46.750799,71.329,75.168968,75.25304,78996
CYS1,0,0.110236,0.105187,0.081635,0.027765,0.135018,192668
CYSLTR2,0,0,0,0.018178,0,0,57105
CYSRT1,0.32722,0.203218,0.292212,0.226322,0.064122,0.124346,375791
CYSTM1,89.799841,96.743842,96.406872,61.579787,59.220683,57.03684,84418
CYTH1,44.518027,43.226562,43.284611,26.057499,27.568884,24.640457,9267
CYTH2,58.690849,57.967461,55.198956,43.174499,42.161523,39.993966,9266
CYTH3,5.310849,5.136483,5.417985,4.727534,4.339124,5.181208,9265
CYTH4,0,0,0.018286,0,0,0,27128
CYTIP,0.540451,0.672937,0.350081,0.417277,0.190216,0.367408,9595
CYTOR,58.555099,57.491563,54.896108,58.992519,56.782318,58.326103,112597
CYYR1-AS1,0.018477,0.051849,0.016479,0.012793,0,0,100996571
CZ1P-ASNS,0.091577,0.182472,0.179826,0.06548,0.147445,0.16275,107986827
D2HGDH,16.458444,16.352498,15.827637,11.431835,12.602164,11.920926,728294
DAAM1,14.71856,15.119644,14.952319,12.163546,11.925982,11.56878,23002
DAAM2,0.00989,0.018519,0.017634,0.020547,0.011649,0,23500
DAB1,17.930903,17.422351,17.288302,22.541354,22.242299,20.194025,1600
DAB2,38.787358,39.17977,37.819175,20.079265,20.276872,20.731645,1601
DAB2IP,27.301705,26.784883,26.1487,21.428828,21.954344,22.900468,153090
DACH1,2.485551,2.222151,2.148511,2.700428,2.332994,2.816529,1602
DACT1,0.0188,0.017585,0.033534,0.013017,0,0.021541,51339
DACT2,2.131754,2.133779,2.214941,1.128757,1.112689,1.421584,168002
DACT3,0.127756,0.071642,0.091174,0.062446,0,0.07747,147906
DACT3-AS1,0.200082,0,0.048345,0,0.063653,0.223991,100506068
DAD1,424.887647,443.602517,443.587162,384.626465,391.839827,362.01433,1603
DAG1,101.094069,98.22789,98.702277,94.660401,90.766034,92.577537,1605
DAGLA,28.612573,27.872035,28.520141,15.466272,15.129081,15.470022,747
DAGLB,14.46941,14.174337,14.284346,15.197375,15.162549,14.713071,221955
DALRD3,13.2089,14.030591,11.997195,11.302241,12.628113,12.816812,55152
DANCR,364.466137,364.635057,360.27104,411.529563,421.890499,430.753005,57291
DAND5,0.313261,0.399577,0.379215,0.485081,0.283882,0.134855,199699
DANT2,10.037753,8.905214,11.13898,4.598872,4.878716,3.68172,642776
DAO,0.170993,0.039876,0,0.029577,0.150859,0.146443,1610
DAP,96.725901,96.199921,92.390563,87.405668,93.996738,86.822582,1611
DAP3,145.328069,148.990249,154.220304,169.383851,171.102699,161.738374,7818
DAPK1,35.669189,37.192234,36.818677,31.873264,32.752147,31.701745,1612
DAPK2,7.905708,8.850993,8.020886,4.261542,4.61695,5.147468,23604
DAPK3,53.786637,55.06916,51.32505,34.290629,35.433611,36.660004,1613
DAPP1,0.519844,0.331546,0.241848,0.247403,0.418766,0.430255,27071
DARS2,40.167131,39.721662,39.051355,53.04944,54.148343,50.332654,55157
DAW1,0.213769,0.168472,0.243229,0.353009,0.071944,0.232552,164781
DAXX,40.203241,39.280502,38.792716,48.155205,48.071943,45.490971,1616
DAZAP1,128.125785,124.722549,127.486412,144.821251,142.047124,157.545678,26528
DAZAP2,200.683963,198.004513,205.946261,157.300188,155.158463,150.425964,9802
DBF4,12.672618,11.971729,12.351274,17.968997,17.410204,16.022384,10926
DBF4B,9.875071,11.579599,9.925354,15.522789,14.358347,16.249388,80174
DBH-AS1,7.068682,7.16066,7.411118,4.292865,4.409615,3.982979,138948
DBI,2420.884087,2377.767877,2470.12143,2149.020994,2150.117318,2176.691495,1622
DBIL5P,0.042354,0,0.056666,0,0.074802,0.048511,100131454
DBIL5P2,0.039947,0.037274,0.071309,0,0.046997,0,100169989
DBN1,148.892205,152.589651,148.745694,156.005612,160.506589,172.745317,1627
DBNDD1,9.827232,11.010829,10.311678,10.08203,9.734327,10.093057,79007
DBNDD2,6.119966,4.358614,7.987127,7.020941,6.144323,8.148196,55861
DBNL,81.545923,81.173691,79.496139,73.152541,77.176567,79.622237,28988
DBP,4.463415,4.035924,3.560005,5.131784,5.208824,5.524782,1628
DBR1,20.687501,21.460685,19.800055,24.333973,22.639652,23.170632,51163
DBT,15.308582,15.757183,15.361646,14.563724,13.506603,12.017093,1629
DCAF1,16.432006,15.924152,14.594012,18.703795,19.17133,18.904846,9730
DCAF10,36.431137,33.614764,35.021636,34.068275,32.252136,32.526175,79269
DCAF11,49.629166,50.181766,51.087233,51.411302,52.136805,52.574314,80344
DCAF12,38.360684,39.520842,38.667642,42.85039,41.487739,43.645948,25853
DCAF12L2,0.223115,0.115858,0.221145,0.102969,0.262656,0.198669,340578
DCAF13,32.851574,32.534706,33.572519,48.725224,46.298901,47.530904,25879
DCAF13P3,0.026597,0.024855,0.071182,0.128877,0.219172,0.03044,100132724
DCAF15,23.332859,24.871127,27.444528,25.679294,25.966106,28.261785,90379
DCAF16,35.343096,34.005111,35.519019,39.397327,36.821522,35.723841,54876
DCAF17,9.31008,9.488506,9.164872,10.865879,12.79782,11.321055,80067
DCAF4,6.66975,5.102091,6.097547,6.61626,5.998528,6.07579,26094
DCAF4L1,0.181535,0.206316,0.161869,0.143747,0.229085,0.208165,285429
DCAF4L2,27.172166,28.51245,30.269181,32.498247,30.128875,28.86062,138009
DCAF5,16.215058,16.28429,17.120224,14.335358,14.160288,13.901342,8816
DCAF6,51.117162,52.365851,53.203853,51.018852,50.241214,50.08426,55827
DCAF7,49.897559,49.097536,48.600666,53.952176,54.069366,58.595005,10238
DCAF8,36.372272,37.252922,37.099741,31.548891,32.122591,31.965017,50717
DCAF8L1,0.018221,0,0.01625,0,0,0,139425
DCAF8L2,0,0,0.016805,0,0,0,347442
DCAKD,7.9072,7.195916,7.792114,7.905857,7.630313,6.940006,79877
DCBLD1,37.321306,35.068847,37.099506,31.160779,30.998883,31.88051,285761
DCBLD2,39.282956,40.616326,42.473069,40.254768,40.270253,38.435839,131566
DCC,0.019972,0,0,0.009222,0.015686,0.007641,1630
DCDC1,0.657499,0.557449,0.487885,0.692346,0.682818,0.416244,341019
DCDC2,5.455802,5.35882,5.45159,3.348966,3.424069,3.305372,51473
DCDC2B,0,0.048451,0,0,0,0.144287,149069
DCDC2C,0,0,0,0,0.041337,0,728597
DCHS1,1.551386,1.165679,1.298664,0.91593,0.96399,0.861864,8642
DCHS2,16.898818,14.885227,14.255185,7.320476,7.304991,7.819375,54798
DCK,16.354053,16.129754,15.427745,18.24129,19.045137,18.357303,1633
DCLK2,0.171677,0.496134,0.31215,0.211892,0.171543,0.211641,166614
DCLK3,0,0.022372,0,0,0,0,85443
DCLRE1A,9.367296,8.797044,8.777583,12.711874,13.374579,10.973855,9937
DCLRE1B,5.996075,5.215756,5.612472,7.124466,7.254069,7.221323,64858
DCLRE1C,5.65883,5.837158,7.180127,8.403568,6.058945,6.659034,64421
DCLRE1CP1,0,0,0.083897,0,0,0,105376432
DCN,0,0,0.060399,0,0,0,1634
DCP1A,6.914287,6.788049,6.722088,7.43032,7.259474,6.973146,55802
DCP1B,11.609623,12.717236,11.436024,11.006449,11.808528,10.104929,196513
DCP2,10.825563,11.185898,10.516506,14.053356,14.14863,11.492278,167227
DCPS,4.416951,4.659426,4.536241,6.621932,6.480732,7.013775,28960
DCST1,0,0.02748,0,0.02036,0.034621,0,149095
DCST1-AS1,0.945535,0.715704,0.703562,1.020568,1.303679,0.974824,100505666
DCST2,0.080297,0.141851,0.047756,0.166748,0.041313,0.061265,127579
DCSTAMP,0,0.031174,0,0,0,0,81501
DCT,0.032931,0,0.029368,0.021732,0,0,1638
DCTD,25.160194,27.252922,25.524524,28.835489,27.810431,27.984388,1635
DCTN1,62.144283,59.63988,59.084963,69.523027,69.187039,69.255762,1639
DCTN2,119.66309,119.21796,118.324278,95.176573,96.650732,103.093343,10540
DCTN3,50.877238,49.428841,52.708297,62.201546,65.000568,62.077271,11258
DCTN4,33.360326,32.657214,33.625988,37.400418,38.160507,37.247388,51164
DCTN5,19.881468,18.845094,19.117081,22.64023,22.342934,21.975727,84516
DCTN6,33.109723,36.854727,33.63063,35.689002,36.085786,34.164105,10671
DCTPP1,58.913296,60.331982,55.819868,88.728613,93.393627,88.627352,79077
DCUN1D1,15.558434,14.439956,15.660287,16.747399,16.298181,15.517292,54165
DCUN1D2,15.858189,14.746827,16.430217,16.587276,16.868696,15.983187,55208
DCUN1D3,6.462617,5.589725,5.698176,5.082739,5.281033,4.661859,123879
DCUN1D4,32.685786,31.537945,31.164064,40.569365,40.181453,36.493495,23142
DCUN1D5,18.199277,22.361242,19.874335,21.124158,19.851379,24.378239,84259
DCX,0,0,0.006008,0,0,0,1641
DCXR,98.653663,87.54626,89.571256,102.291541,111.652424,119.900941,51181
DDA1,29.571528,29.832839,29.792672,29.316894,29.246684,31.398993,79016
DDAH1,35.662109,36.349514,33.272971,40.419551,40.517562,36.162202,23576
DDAH2,113.024267,114.714079,117.871796,105.71944,101.994764,104.68534,23564
DDB1,407.543695,404.994121,411.27716,436.31018,426.146343,418.559226,1642
DDB2,8.993115,7.88219,9.193399,6.139722,6.844703,6.369278,1643
DDC,51.414702,47.911976,48.458061,90.662162,92.109323,92.296372,1644
DDHD1,3.806881,3.79479,3.452034,3.720926,3.601413,3.913236,80821
DDHD2,29.171173,29.490554,31.895756,26.490144,26.284726,26.227414,23259
DDI2,33.909289,32.518237,31.747845,40.125145,44.404591,44.73918,84301
DDIAS,9.330254,10.189634,9.687777,16.070679,16.511696,15.788609,220042
DDIT3,69.887273,75.129758,73.294237,56.12698,51.826349,49.371839,1649
DDIT4,112.912097,109.644183,111.522874,28.167562,24.251893,28.416473,54541
DDIT4L,0.073296,0.045675,0.174355,0.084567,0.115049,0,115265
DDN,0.234368,0.250585,0.195363,0.30138,0.295709,0.306977,23109
DDN-AS1,1.239614,1.76929,1.993443,0.805855,0.91333,1.606045,105369758
DDO,0,0,0,0,0.052721,0,8528
DDOST,368.908443,366.089352,367.958327,364.223254,360.747158,367.391715,1650
DDR1,8.2009,6.257329,6.716799,4.057367,3.742363,4.265993,780
DDR2,0.667445,0.596096,0.516199,0.725589,0.735275,0.723254,4921
DDRGK1,150.073811,146.997788,142.213374,124.308095,117.696732,142.150377,65992
DDT,608.876081,632.70378,567.548404,401.695731,422.727286,561.880862,1652
DDTL,6.228945,5.794314,6.29283,5.291566,5.000375,5.73162,100037417
DDX1,84.057825,88.219108,82.798507,120.682255,115.404286,111.181502,1653
DDX10,16.136804,15.348815,16.198101,26.46894,26.710078,26.156229,1662
DDX11,33.675443,35.136414,36.856926,43.400496,43.742378,45.096066,1663
DDX11-AS1,1.235126,1.244525,1.276389,1.70966,1.491792,1.969961,100506660
DDX11L1,0,0,0,0.062026,0.104727,0,100287102
DDX11L10,0.053756,0,0,0,0,0.046925,100287029
DDX11L16,0,0,0,0,0.044316,0,727856
DDX11L2,1.297524,1.480439,1.894279,1.289738,1.475458,1.795973,84771
DDX11L5,0.059143,0,0,0,0,0,100287596
DDX12P,12.552628,13.549517,13.93134,14.130927,13.825753,14.676019,440081
DDX17,192.393908,192.382581,194.483647,201.495802,195.82298,189.364329,10521
DDX18,58.842795,58.960064,57.47875,75.236086,77.392945,73.467943,8886
DDX19A,35.398395,35.700113,37.393863,46.784177,46.554073,46.333994,55308
DDX19B,12.358179,11.37383,12.166909,11.799545,14.263368,14.511707,11269
DDX20,11.322411,10.196651,10.070752,12.245868,12.162108,12.104013,11218
DDX21,73.780776,71.818504,72.547065,130.737873,128.270275,122.768695,9188
DDX23,100.92089,99.88627,102.86218,121.847921,121.677323,120.306003,9416
DDX24,65.279134,64.11803,66.422004,71.112274,70.074176,72.050114,57062
DDX27,73.20508,68.918327,74.133887,95.499332,95.187405,94.961081,55661
DDX28,7.527339,7.408469,7.618399,8.033435,7.877992,8.44652,55794
DDX31,12.066565,12.700805,12.619387,19.377953,22.77629,19.661405,64794
DDX39A,123.759045,125.487861,130.807028,164.395091,170.421363,168.492356,10212
DDX39B,195.336741,189.22561,190.699796,270.320023,270.435012,272.667779,7919
DDX39B-AS1,0.948015,0.349453,0.574262,1.030099,0.654016,0.209076,106478957
DDX3X,209.401601,206.913021,208.847845,251.441497,248.51642,236.505889,1654
DDX4,0.079221,0.086841,0.048682,0.037773,0.031085,0.031224,54514
DDX41,60.529463,60.95178,60.87479,66.178618,65.585734,70.432539,51428
DDX42,65.068146,63.769191,64.450231,72.262663,75.863223,70.760904,11325
DDX43,5.511331,5.231024,5.310625,4.698136,5.55061,4.581827,55510
DDX46,86.668024,83.976512,80.530409,101.128675,95.839918,94.808581,9879
DDX47,61.182102,65.320902,65.818658,81.762949,80.970278,77.303763,51202
DDX49,96.215066,94.600599,97.39087,126.308758,130.783638,123.362709,54555
DDX5,179.603814,181.206911,184.601713,189.558592,187.037685,180.948725,1655
DDX50,27.537669,27.111225,24.682413,33.965243,33.587314,30.978493,79009
DDX51,10.155997,9.737036,9.482908,12.023972,12.948855,12.668616,317781
DDX52,10.809035,10.025463,10.368028,14.759836,14.540705,13.564007,11056
DDX53,0,0,0.110189,0.106845,0,0.035314,168400
DDX54,45.867376,45.186931,44.691018,54.377324,54.423392,56.83459,79039
DDX55,41.59041,39.886889,41.607387,44.25667,42.805902,48.453256,57696
