geneSymbol,TR1,TR2,TR3,WR1,WR2,WR3,Entrez
DDX56,50.440802,50.714654,52.978036,71.217012,70.013496,71.803968,54606
DDX58,1.417432,1.521547,1.395405,1.333744,1.470334,1.431659,23586
DDX59,11.559441,14.113562,13.035617,13.269801,11.196987,11.705372,83479
DDX6,25.909204,25.359735,25.854464,33.469435,33.220781,29.252452,1656
DDX60,0.239742,0.128514,0.276383,0.122221,0.023772,0.115752,55601
DDX60L,3.468789,3.008221,3.239058,2.021163,1.946148,1.640618,91351
DEAF1,28.011336,25.542103,27.247137,24.728762,25.614957,25.912679,10522
DECR1,50.30711,45.510488,47.554248,51.35996,50.012207,48.289649,1666
DECR2,52.431081,52.973609,53.566612,38.534121,44.479036,49.213846,26063
DEDD,12.801571,12.839792,13.204128,14.176756,13.426835,14.15743,9191
DEDD2,35.794613,33.619769,34.885735,32.601812,32.391254,36.384537,162989
DEF6,1.391501,1.671559,1.342806,1.573023,1.571003,0.942302,50619
DEF8,73.59831,70.977817,76.458912,63.653105,62.182033,58.738038,54849
DEFB125,0,0,0.116746,0,0,0,245938
DEGS1,30.817538,30.716136,27.503706,30.016532,29.804499,29.599186,8560
DEGS2,0,0,0,0,0,0.112504,123099
DEK,86.25604,84.747543,78.290182,118.45427,114.091949,105.440232,7913
DELE1,29.749046,25.357699,28.786864,23.947328,23.035015,23.993549,9812
DENND1A,26.144928,23.85895,22.595681,26.382906,24.939092,26.076642,57706
DENND1B,5.738789,5.670612,5.967373,6.556769,6.545334,5.988607,163486
DENND1C,0.167794,0.088541,0.105609,0.016392,0.055753,0.054223,79958
DENND2A,11.292342,10.589442,10.309414,8.445475,8.522904,9.266095,27147
DENND2C,0.078586,0.029412,0,0.010883,0.032375,0.018016,163259
DENND2D,0.409537,0.249737,0.209818,0.262722,0.384122,0.214086,79961
DENND3,6.064079,6.229861,6.458472,2.24958,2.072247,2.001559,22898
DENND4A,20.397438,18.553394,20.469229,17.5496,16.756819,15.316181,10260
DENND4B,28.167157,28.055247,27.491049,23.980254,23.795878,24.658894,9909
DENND4C,13.940377,13.466771,14.66397,10.460077,11.469289,10.032274,55667
DENND5A,33.10672,31.945429,32.010137,30.181384,30.796771,29.542882,23258
DENND5B,22.891437,22.126012,22.198283,19.88138,20.503798,18.676761,160518
DENND5B-AS1,2.84456,2.784555,4.951648,1.959187,1.761789,1.315596,100874249
DENND6A,3.739742,3.143855,3.055249,3.930815,3.535697,2.934125,201627
DENND6A-DT,0.063857,0.02026,0.038188,0.103745,0,0.024518,101929159
DENND6B,2.548382,2.192222,2.301693,0.684424,1.053265,0.724801,414918
DENR,64.949645,64.125589,64.060867,79.433219,76.309497,74.291558,8562
DEPDC1,16.180564,14.660326,14.458215,29.964278,30.655364,26.299675,55635
DEPDC1-AS1,0.628298,0.638324,0.357084,0.355524,0.671494,0.650921,101927220
DEPDC1B,33.196077,34.502468,32.678905,67.129872,66.085352,59.253253,55789
DEPDC4,1.815417,2.510155,1.98951,1.67714,3.145966,2.067751,120863
DEPDC5,5.522658,6.05173,6.631266,4.977362,4.442595,4.174444,9681
DEPDC7,3.951699,3.938619,4.002087,4.8585,4.062556,4.646748,91614
DEPP1,28.203168,26.010453,26.639947,14.105076,15.824076,13.713453,11067
DEPTOR,8.013051,8.31461,7.946214,1.618974,1.252249,1.18964,64798
DERA,85.708507,88.314412,77.463119,68.107643,68.856323,65.636971,51071
DERL1,33.184026,31.512037,32.384381,31.395897,33.239672,28.397378,79139
DERL2,16.354448,15.715166,15.016501,15.625503,15.601342,15.6232,51009
DES,0.058136,0,0,0,0,0,1674
DESI1,42.573242,41.855734,42.231959,39.269273,40.163455,41.493036,27351
DESI2,27.911952,29.095876,28.295029,36.943503,35.754572,32.512602,51029
DET1,0.028384,0.217857,0.144901,0.231064,0,0.097433,55070
DEUP1,0.07234,0.14967,0,0,0.044223,0,159989
DEXI,18.497569,19.627211,20.530978,19.676459,21.716528,21.300633,28955
DFFA,33.052991,35.18941,32.51462,42.309639,43.202784,40.901411,1676
DFFB,4.916495,5.394688,5.451708,5.684453,5.620836,5.985896,1677
DGAT1,39.696209,40.08632,41.03068,49.445224,46.695775,50.336264,8694
DGAT2,50.171039,50.248818,49.713792,55.615936,57.241075,53.965827,84649
DGAT2L6,0,0,0.035202,0,0,0,347516
DGCR11,1.641377,1.600176,1.897137,1.635496,1.807492,2.02286,25786
DGCR2,62.38725,63.054464,61.026643,58.459729,58.420234,64.345095,9993
DGCR5,0.019935,0.11186,0.071119,0.13802,0.117362,0.045674,26220
DGCR6L,36.943849,32.964327,34.363247,41.550217,37.896838,37.360321,85359
DGCR8,27.999443,27.223041,29.220634,30.311648,29.175643,30.37782,54487
DGKA,2.044434,3.037772,2.96699,1.439516,1.664853,1.601102,1606
DGKB,0.565449,0.442053,0.383316,0.34907,0.267672,0.331468,1607
DGKD,14.710227,14.755731,13.670126,14.868346,14.56308,15.048352,8527
DGKE,0.203507,0.087966,0.170559,0.120628,0.147607,0.080963,8526
DGKH,2.915519,2.711953,2.940977,2.327198,2.463837,2.346644,160851
DGKI,0.056207,0.023283,0.008352,0.038927,0.011035,0,9162
DGKK,10.450442,10.579684,10.17534,16.737641,16.760035,16.19152,139189
DGKQ,13.147344,12.996652,12.859905,9.077735,9.400097,10.032546,1609
DGKZ,25.402019,25.177631,25.172607,28.130638,30.294101,31.278141,8525
DGLUCY,2.201375,1.887141,1.815078,1.815154,2.099789,1.223591,80017
DGUOK,115.571073,120.147546,117.288141,126.536749,124.300532,126.410357,1716
DGUOK-AS1,0,0.151862,0,0.122343,0,0,100874048
DHCR24,832.253296,826.129294,814.918404,939.29409,947.003179,923.440846,1718
DHCR7,771.516872,770.826323,773.94722,423.792551,431.752026,434.464851,1717
DHDDS,23.115783,22.30809,24.44494,23.172226,25.153168,23.718006,79947
DHDH,0.114724,0.126548,0.121555,0.078541,0,0,27294
DHFR,58.130802,57.071809,55.072358,82.060386,82.924238,74.326471,1719
DHFR2,3.793064,3.978459,3.545115,3.344784,2.705604,3.714367,200895
DHODH,5.88692,7.849307,6.91221,11.161077,11.247206,11.84012,1723
DHPS,62.786322,60.013052,61.336674,64.562624,63.275976,69.237291,1725
DHRS1,14.387741,15.032838,13.643268,10.145941,9.228856,9.661451,115817
DHRS11,2.344583,1.593883,2.137211,2.771397,3.160579,3.018757,79154
DHRS12,5.518655,4.397441,5.375317,3.382667,3.569467,4.228749,79758
DHRS13,26.223178,27.012112,26.99185,31.118526,28.66795,31.228834,147015
DHRS2,0.461242,0.31173,0.11733,0.097237,0.17636,0.430017,10202
DHRS3,100.115275,92.855942,98.849353,55.186435,56.073482,55.154465,9249
DHRS4,60.627593,55.966072,56.016358,43.693525,43.353178,50.12834,10901
DHRS4-AS1,4.991324,5.671641,5.555414,4.247992,4.307973,4.380859,55449
DHRS4L1,0.511729,1.250282,0.896135,0.802208,0.956115,1.250563,728635
DHRS4L2,12.962637,14.281607,15.228234,12.294641,12.00942,13.089802,317749
DHRS7,145.188264,151.810928,151.17228,113.961526,109.98608,104.803039,51635
DHRS7B,16.040462,18.112753,18.047002,17.192662,19.397095,17.977336,25979
DHRS9,0.485467,0.259005,0.495105,0.119989,0.110984,0.053844,10170
DHRSX,5.021338,5.07025,4.459055,4.833999,5.674616,4.729908,207063
DHTKD1,14.874974,14.817983,13.491723,13.517211,13.350785,13.907592,55526
DHX15,211.89302,211.2038,212.815955,273.840394,261.696242,262.817972,1665
DHX16,32.834341,32.027014,31.449454,37.93752,36.599577,38.343177,8449
DHX29,18.034188,17.417674,16.584865,23.652903,23.405145,21.560913,54505
DHX30,60.243844,60.363573,57.717075,72.062814,73.656153,76.626172,22907
DHX32,7.50996,8.45849,8.014903,4.198588,4.822035,4.160258,55760
DHX33,15.515147,15.689284,15.972405,24.519006,22.000084,25.641003,56919
DHX34,25.383952,26.397415,24.609215,27.78407,28.058651,29.637046,9704
DHX35,11.294261,12.38909,11.059182,13.124138,13.640654,13.242658,60625
DHX36,33.053077,33.179132,32.611217,39.439682,38.291945,36.907711,170506
DHX37,33.046883,31.241451,31.299006,48.93511,51.253386,52.882811,57647
DHX38,41.268258,38.856344,42.477683,40.160542,42.353836,41.299302,9785
DHX40,13.669132,13.27051,13.930621,16.608332,17.189269,15.751233,79665
DHX57,7.972785,8.611697,7.24234,10.433172,11.439888,10.035257,90957
DHX58,0.031233,0,0.067678,0.133435,0.032415,0.126053,79132
DHX8,22.602861,22.483729,21.633475,27.986128,28.834445,28.139035,1659
DHX9,163.014137,160.048679,160.49283,227.174646,222.038487,214.648425,1660
DIABLO,42.780187,44.640239,42.543552,53.254605,58.684723,55.78291,56616
DIAPH1,78.558663,79.619517,78.545143,84.242292,84.689544,82.628996,1729
DIAPH2,0.260262,0.174004,0.140898,0.231729,0.102181,0.234433,1730
DIAPH3,11.121408,11.522925,11.873202,16.842494,17.324871,16.083424,81624
DICER1,9.078112,9.320387,9.323536,11.641998,11.496078,10.781361,23405
DICER1-AS1,0.600002,0.278042,0.268347,0.276279,0.586742,0.226559,400242
DIDO1,80.325288,81.627586,81.962998,74.318732,73.780002,77.597365,11083
DIMT1,27.061433,26.294423,28.242792,37.495768,39.099632,38.556272,27292
DINOL,0,0,0.071495,0,0,0,108783646
DIO1,1.622592,1.286437,1.114451,0.162235,0.353558,0.323203,1733
DIO2,0.028632,0.018653,0.062168,0.112887,0.09387,0,1734
DIO3,0.750779,0.731753,0.837363,0.389725,0.846775,0.679803,1735
DIO3OS,3.293172,4.072359,3.618704,2.16108,1.940948,2.35899,64150
DIP2A,21.423008,19.165998,20.08379,17.86093,18.68315,18.737909,23181
DIP2A-IT1,1.065973,0.734952,0.479984,0.547363,1.241374,0.59382,100862692
DIP2B,53.451034,51.675786,53.172361,48.882053,50.666324,47.990321,57609
DIP2C,10.481806,9.846841,10.002061,8.644085,8.565114,8.631035,22982
DIRAS1,0.482671,0.329919,0.3808,0.179951,0.218599,0.27652,148252
DIRC3,0.031978,0.01496,0.042776,0.022143,0.01883,0.018327,729582
DIS3,21.560833,20.390823,20.584093,21.063457,20.611223,18.955806,22894
DIS3L,15.14421,16.92824,15.390568,22.108044,22.704832,21.572846,115752
DIS3L2,14.741243,14.128144,17.008147,16.559196,15.464522,16.49923,129563
DISC1,0.955194,0.981945,0.567424,0.593474,0.735097,0.063073,27185
DISC1-IT1,2.263951,3.666394,3.94984,2.816858,4.115391,2.176143,104472714
DISP1,12.988093,11.60652,12.287849,11.805932,10.12403,9.824732,84976
DISP2,0.14727,0.034536,0.155696,0.042494,0.014455,0.056297,85455
DISP3,0.048377,0.103524,0.066592,0.110344,0.077262,0.050721,57540
DIXDC1,8.752652,9.670771,9.678688,9.922269,8.777991,9.302695,85458
DKC1,54.077537,52.239547,50.375505,92.627743,91.067588,90.488121,1736
DKFZP586I1420,4.984225,5.460694,5.732583,5.341611,5.694399,4.750728,222161
DKK1,4.897755,5.004901,5.046001,9.071458,10.250385,9.922534,22943
DKK3,6.14115,4.771492,6.260621,2.314576,1.916986,1.863903,27122
DKK4,0.033323,0.031074,0.149975,0.138082,0.117396,0.076044,27121
DKKL1,0.215742,0.456621,0.89965,0.347996,0.385103,0.871403,27120
DLAT,113.581646,114.951369,111.693601,76.358955,73.137398,70.680146,1737
DLC1,23.526352,22.068949,23.115617,21.448462,21.692135,20.955073,10395
DLD,43.332256,41.665244,42.299351,48.761782,47.034864,42.756654,1738
DLEC1,0,0.009683,0,0,0,0,9940
DLEU1,5.913546,6.238926,6.453626,8.092998,8.213192,7.433796,10301
DLEU2,9.870204,9.38885,10.242884,16.437991,18.724007,10.943924,8847
DLEU2L,0.204002,0.267211,0.401712,0.141558,0.144401,0.276283,79469
DLEU7,0.028963,0,0.045664,0.08338,0.060137,0.082918,220107
DLEU7-AS1,0.148362,0.345907,0.297188,0.205344,0.043641,0.211937,100874074
DLG1,37.102592,34.446097,34.177395,39.085813,38.303514,36.504403,1739
DLG1-AS1,0.039652,0,0,0.027438,0.04665,0,100507086
DLG2,0.228065,0.188634,0.290125,0.192912,0.172942,0.311309,1740
DLG4,0.072125,0.083036,0.137975,0.071688,0.033978,0.050864,1742
DLG5,50.657858,48.898113,50.007091,48.400243,50.665823,48.68597,9231
DLG5-AS1,0.633272,0.453992,0.734286,0.321519,0.347954,0.386847,100128292
DLGAP1,0,0,0,0.022551,0,0,9229
DLGAP1-AS1,2.728259,2.676339,2.912354,1.257208,1.869528,0.94754,649446
DLGAP1-AS2,4.337562,6.209675,5.331905,5.584576,6.185218,4.755738,84777
DLGAP1-AS3,0.056517,0.052638,0.100949,0.19544,0,0.064413,201477
DLGAP3,0.294714,0.307596,0.378549,0.226681,0.114653,0.150811,58512
DLGAP4,41.878665,41.648383,40.518476,34.390954,35.714835,37.242538,22839
DLGAP4-AS1,0.297367,0.719842,0.849921,0.287901,0.629204,0.609786,101926987
DLGAP5,30.233023,30.945566,30.439139,61.466168,60.6609,57.468738,9787
DLK1,182.272368,178.908152,169.413536,121.355086,125.258593,139.196728,8788
DLK2,1.530404,2.003993,2.279341,2.141254,1.257193,1.02792,65989
DLL3,0.032132,0.030009,0.114685,0.022239,0,0.110241,10683
DLL4,1.787824,1.551595,1.923216,0.880545,0.976649,0.868067,54567
DLST,75.566631,70.857696,77.975581,78.545779,79.010115,77.527567,1743
DLSTP1,0.042414,0,0,0.014638,0.024897,0.02423,1744
DLX1,0.409075,0.688056,0.568544,0.39643,0.513622,0.624187,1745
DLX2,0.84625,0.527121,0.956903,0.312417,0.498039,0.451878,1746
DLX3,0,0.023143,0.022087,0,0,0,1747
DLX4,0.817715,1.068225,0.716945,1.12702,1.266047,1.005736,1748
DLX5,0.025518,0.237795,0.091056,0.173327,0.607465,0.111306,1749
DLX6,5.26496,5.381887,5.035201,6.747644,6.948527,5.736879,1750
DLX6-AS1,4.818979,5.03031,5.400535,5.477263,4.343637,4.843722,285987
DM1-AS,0.798479,0.211101,0.510435,0.393729,0.401313,0.257935,109729182
DMAC1,4.616423,4.169907,5.872703,5.837651,6.986085,6.150308,90871
DMAC2,95.480065,88.296576,98.769709,105.186499,101.806511,99.330359,55101
DMAP1,43.723485,46.135946,47.010906,52.133566,52.729788,51.110232,55929
DMBT1,0,0,0,0,0,0.012458,1755
DMBX1,0,0,0,0.046253,0.026219,0,127343
DMC1,1.51228,0.914961,1.088952,0.81024,0.626049,0.904707,11144
DMD,27.858377,27.51065,27.365105,32.538468,31.417645,29.043971,1756
DMGDH,7.726454,6.595316,7.615915,9.07875,9.656975,9.068736,29958
DMKN,1.510144,0.433836,0.501794,0.398691,0,0.352607,93099
DMPK,6.410023,6.129085,5.78503,4.51586,3.613922,4.958702,1760
DMRT2,0.060516,0,0.073226,0,0.035612,0.052423,10655
DMRTA1,12.629911,13.359481,13.257344,9.601639,9.223959,9.354749,63951
DMRTA2,0.061783,0.038517,0.055105,0.014258,0,0.04718,63950
DMRTC1,0.094971,0.044271,0,0.065701,0,0,63947
DMTF1,21.987875,20.80123,22.514033,20.840628,20.211514,18.4366,9988
DMTN,16.59867,16.8471,16.221455,6.944197,6.64698,6.767864,2039
DMWD,12.719187,11.361056,11.641908,10.740772,11.488865,11.494974,1762
DMXL1,5.08896,5.074142,5.254317,5.007598,4.872375,4.624753,1657
DMXL2,31.643399,30.238753,31.00077,29.898733,29.297998,28.812075,23312
DNA2,9.404464,8.984545,9.906542,16.164252,15.060843,14.819938,1763
DNAAF1,0.364256,0.42528,0.425236,0.300384,0.246309,0.329911,123872
DNAAF2,8.939804,8.251138,7.636435,8.176091,7.673433,8.079803,55172
DNAAF3,0.113157,0.027358,0,0.040539,0,0,352909
DNAAF4,0.379155,0.554961,0.523589,0.206747,0.627484,0.318493,161582
DNAAF4-CCPG1,0,0,0.027854,0,0,0,100533483
DNAAF5,14.165433,14.404757,13.891095,17.124671,16.601543,17.555393,54919
DNAH1,0.106087,0.168187,0.135428,0.080662,0.10505,0.100743,25981
DNAH10,0,0,0.009897,0,0.01308,0,196385
DNAH11,0.289536,0.234806,0.277333,0.119732,0.122192,0.079378,8701
DNAH12,0.031432,0.019532,0.018591,0.043704,0.057938,0.015956,201625
DNAH14,16.283467,14.928608,17.705502,12.727159,13.62916,13.704584,127602
DNAH17,0.025194,0.012391,0.014974,0.018016,0.009893,0.012818,8632
DNAH17-AS1,0.108331,0.103775,0.080259,0.080491,0.04555,0.113886,100996295
DNAH2,0.210899,0.185513,0.294871,0.279151,0.404725,0.279563,146754
DNAH3,0.02427,0.008254,0.031435,0.018233,0.041536,0,55567
DNAH5,0.132358,0.123287,0.132337,0.038435,0.102021,0.064873,1767
DNAH6,0.100873,0.156399,0.125968,0.138461,0.116689,0.120893,1768
DNAH7,0,0,0,0.004859,0,0,56171
DNAH8,0,0,0,0.003346,0.011384,0,1769
DNAJA1,271.732285,277.044515,274.901295,399.738993,396.268386,387.944137,3301
DNAJA2,32.438962,31.95988,32.734341,40.908682,42.607174,38.394488,10294
DNAJA3,57.356152,60.142685,58.643797,77.117574,77.320514,74.86268,9093
DNAJA4,0,0,0.019827,0,0,0,55466
DNAJB1,102.520668,96.257039,102.833737,121.247777,120.913822,126.309169,3337
DNAJB11,114.284566,114.873013,116.093467,122.105169,127.55445,126.419132,51726
DNAJB12,18.710021,18.298186,17.607676,19.682717,18.452374,18.407381,54788
DNAJB13,0,0.06638,0,0.133022,0,0.086031,374407
DNAJB14,8.529628,7.821214,9.175791,9.796826,9.978226,9.581089,79982
DNAJB2,72.106016,71.660795,69.972986,61.023344,58.590979,58.662162,3300
DNAJB4,9.340479,8.519814,8.501853,9.381342,10.285415,7.974158,11080
DNAJB5,14.094235,11.854289,12.389713,11.927234,12.352768,11.166163,25822
DNAJB6,133.988265,135.043252,130.248723,168.442767,171.605016,170.537012,10049
DNAJB9,43.452855,43.519713,43.360982,34.549206,30.58644,29.032373,4189
DNAJC1,75.522442,74.490214,72.249407,68.246403,66.10663,65.577111,64215
DNAJC10,33.671953,33.226362,35.609188,32.193501,33.049934,28.156902,54431
DNAJC11,66.526505,68.929751,70.096058,81.032862,79.007226,81.390787,55735
DNAJC12,0.117528,0.16415,0.092105,0,0.258964,0.259737,56521
DNAJC13,56.462165,55.38005,57.587954,54.509692,53.589062,51.991967,23317
DNAJC14,28.425191,28.924091,28.353993,32.994603,34.919485,31.855873,85406
DNAJC15,16.931188,15.946266,16.882279,20.026737,20.85137,18.336574,29103
DNAJC16,13.64051,13.028354,13.43793,14.559353,14.112447,13.285967,23341
DNAJC17,14.965852,15.529547,14.305938,16.166881,15.55499,16.697721,55192
DNAJC18,1.721733,1.846693,1.683132,1.290219,1.126863,1.178909,202052
DNAJC19,14.469032,14.26924,15.420185,18.224895,17.786843,20.574631,131118
DNAJC2,31.521518,29.309582,29.217535,44.421194,42.185265,41.117997,27000
DNAJC21,40.639593,38.554373,39.398493,46.215579,46.836643,43.831687,134218
DNAJC22,59.348857,55.394599,60.618648,55.661564,59.620733,60.615041,79962
DNAJC24,16.276407,15.563933,18.727137,20.844025,18.443644,18.04495,120526
DNAJC25,13.807429,12.059524,12.074032,12.869317,13.967097,11.354378,548645
DNAJC25-GNG10,0.087629,0.226785,0,0.12473,0,0.261197,552891
DNAJC27,0.901491,0.497875,0.716959,0.782773,0.722628,0.68612,51277
DNAJC27-AS1,0.318283,0.301074,0.215779,0.205401,0.254412,0.199442,729723
DNAJC28,0.90893,1.12395,1.425716,0.59227,0.663791,0.214697,54943
DNAJC3,38.170608,37.394619,38.528866,34.125182,32.983153,31.396264,5611
DNAJC30,5.719125,5.705464,5.910678,6.120222,6.544252,6.287072,84277
DNAJC4,9.593295,8.03634,8.722379,6.437979,7.613089,7.443209,3338
DNAJC5,54.897951,55.658499,54.292512,54.454293,52.941174,53.600362,80331
DNAJC5B,0.18992,0.167006,0.181559,0.142587,0.283873,0.177695,85479
DNAJC5G,0,0,0,0.026704,0,0,285126
DNAJC6,3.76846,3.941887,3.439336,2.566127,2.322842,2.26906,9829
DNAJC7,89.017103,88.685309,83.262399,107.993588,102.056244,102.338526,7266
DNAJC8,199.102369,202.550835,194.346229,217.569608,222.106946,210.569425,22826
DNAJC9,30.991588,30.345894,29.030238,42.455856,43.982392,41.566251,23234
DNAJC9-AS1,1.940877,1.873409,1.143635,1.941264,1.464539,1.529471,414245
DNAL1,1.64644,1.948909,1.879664,2.210555,1.627832,1.813,83544
DNAL4,8.170329,6.533596,7.125671,7.736989,7.586532,6.701779,10126
DNALI1,0.423388,0.789937,0.668513,0.435136,0.142868,0.305667,7802
DNASE1,11.4904,10.811606,11.163886,8.989653,10.462981,9.598233,1773
DNASE1L1,4.317306,4.006902,3.940506,2.433434,2.51533,2.508057,1774
DNASE1L2,1.161631,0.781983,0.956512,1.146405,0.394196,0.49791,1775
DNASE1L3,0.273887,0.070971,0.550171,0,0.179426,0.155696,1776
DNASE2,15.800835,17.336776,18.393292,8.017812,7.658199,9.241631,1777
DND1,0.723062,0.476294,0.417626,0.58858,0.300201,0.825692,373863
DNER,0.061271,0,0.072864,0.070702,0.024048,0,92737
DNHD1,5.392585,5.244448,5.305679,3.276879,3.376577,3.781695,144132
DNLZ,14.288985,11.938777,11.68464,14.297853,17.647103,16.269406,728489
DNM1,0.669112,0.741796,0.863965,0.655759,0.71814,0.363778,1759
DNM1L,45.795586,47.116174,46.641818,54.401661,53.769325,52.705096,10059
DNM1P35,0.052871,0.065945,0,0.012203,0,0.020196,100128285
DNM1P41,0.125984,0.053419,0.082831,0.049605,0.098886,0.032099,440299
DNM1P46,0.376571,0.47386,0.454483,0.202714,0.134985,0.262164,196968
DNM1P50,0.140915,0.065518,0,0.048709,0,0.080144,101927579
DNM2,90.653138,89.27949,89.25783,80.061758,77.179629,82.656379,1785
DNM3,0.033843,0.002546,0.055163,0.00753,0.057635,0.003121,26052
DNMBP,16.391069,15.979501,16.003958,16.488201,16.071585,16.692846,23268
DNMBP-AS1,0.072606,0.058513,0.21589,0.083784,0.056984,0.083126,100188954
DNMT1,58.616508,56.916685,55.544188,76.283158,76.132348,76.663968,1786
DNMT3A,32.780792,32.558294,33.142815,37.664836,38.015779,37.644272,1788
DNMT3B,10.359528,9.642398,10.629199,16.237831,18.346709,16.936098,1789
DNMT3L,0.039679,0.037025,0.035415,0.219648,0.046588,0.045329,29947
DNPEP,23.937114,27.246799,27.096747,22.501885,23.613902,22.126868,23549
DNPH1,119.014048,127.87627,104.45654,95.89549,96.699158,114.471764,10591
DNTT,0,0,0,0.022446,0,0,1791
DNTTIP1,36.215363,32.993571,34.163396,41.249093,37.475805,34.698411,116092
DNTTIP2,40.207022,38.976665,39.268933,52.099137,50.72384,46.660926,30836
DOC2A,0.036161,0,0,0.026026,0,0,8448
DOC2B,0.162964,0.304376,0.315762,0.135345,0.191782,0.209658,8447
DOCK1,8.864239,9.197904,9.561729,9.431636,9.685377,9.155939,1793
DOCK10,0,0,0,0.005788,0,0,55619
DOCK11,6.492973,6.964062,7.505806,3.495525,3.955263,3.361978,139818
DOCK3,0.048435,0.01477,0.056273,0.027297,0.053209,0.043804,1795
DOCK4,24.909076,23.727413,23.899445,19.165281,20.187881,18.997513,9732
DOCK5,21.228867,20.797296,22.095354,17.214357,15.237634,15.780957,80005
DOCK6,6.249665,6.212345,5.626408,4.090915,3.801833,4.158881,57572
DOCK7,35.513505,35.707712,34.969724,33.960025,33.878294,32.276376,85440
DOCK8,5.170224,4.662718,4.840475,4.260142,4.590759,4.191103,81704
DOCK9,11.895317,10.671809,10.73627,8.253214,8.725108,7.939461,23348
DOHH,24.670211,24.370448,23.215024,23.868194,23.998561,32.662162,83475
DOK1,4.96133,5.726771,5.004492,6.35767,6.085363,5.483469,1796
